NGEN,NO,ind,fitness,theta
61,7,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(NAND(Positive(x2), ANDN(x1, x1)), x2))), XNOR(x1, x1))","(0.22414617561098837, 25)","[1.775214991722788, 2, 1.1958365943982683, 1.7065583218937177, 0, 1.565554320942845, 0.9241634797467142, 0.056410488471948295, 0, 2, 0, 1.1309969177035513, 0.11563248162034323]"
61,8,"AND1(ANDN(Negative(NOR1(x2, x1)), Positive(ORN1(x1, x1))), XNOR(x1, x1))","(0.2241838410588386, 13)","[1.1749142548769027, 0.5915914426815834, 1.2698515106979382, 0.2597220838246892, 1.9508554763894022, 0.7635894735329378, 1.261147169523077]"
61,9,"AND1(ANDN(Positive(x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2242558243879067, 10)","[1.2099992374603776, 1.9489626331648644, 1.3171490323558264, 0.14993612644035115, 1.677637493526396, 1.8739586702014774]"
61,10,"AND1(Positive(x2), XNOR(x1, x1))","(0.22426278335427385, 6)","[0.2466535822506568, 0.5908412518287154, 0.264931689101469]"
61,11,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.2242921434174782, 21)","[1.5527746958715847, 2, 1.1026710343339672, 0.2711386344620623, 1.9350445739370574, 0.25331414238940064, 0.7472718604685619, 0.4961069714016345, 0, 2, 1.3139264585632418]"
61,12,"AND1(ANDN(Negative(NOR1(x2, x1)), Negative(Positive(x2))), XNOR(x1, x1))","(0.22430518919897524, 12)","[0.43431452988952035, 0.8583593969115202, 1.2585020253749213, 1.381939687681366, 0.7515941560350781, 1.760683885171457, 0.9964576675953969]"
61,13,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(AND1(x1, x1), x1), NOR1(x2, x1))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22432138399248522, 28)","[1.2319782148316967, 1.0272967887034679, 0.952545234394933, 0.8738739912002838, 0.10036709018167711, 1.9910875445060607, 1.7175214461442674, 0.5199050315172016, 1.47436437122462, 0.16729929689902323, 1.9554238626659122, 1.3025808600917903, 0.21773151407627478, 0.08469240547178636]"
61,14,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), ANDN(x1, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22433060669851868, 21)","[0.40921045544816015, 0.5243104193280055, 1.1010113575090104, 1.9569274614269352, 0.9572459878842481, 0.5887840054216311, 1.2197867198234735, 1.9111634892823006, 1.7266374080359892, 1.103366646234148, 0.9394019810705734]"
61,15,"AND1(ANDN(Negative(Positive(x2)), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22435842372395182, 15)","[0.9156742627837946, 1.4529734868219253, 0.6388492230762319, 1.9167451990166091, 0.46763690005394976, 0, 0.24571304721790732, 1.0312666680855922]"
61,16,"AND1(ANDN(Negative(XNOR(x1, x2)), AND1(XOR1(XNOR(x2, x1), x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22437817000346946, 18)","[0.7200029395070198, 0.6130216224000535, 1.1461497979280297, 0.2674236656215703, 0.7574099538420986, 0.10306786238534238, 0.46804515690385706, 0.40972315279543015, 0.4062401546392065]"
61,17,"AND1(ANDN(Negative(NOR1(x2, x1)), Negative(Positive(ORN1(NOR1(x1, x2), XOR1(x1, x1))))), XNOR(x1, x1))","(0.22443324895623018, 18)","[0.1223614988383186, 1.2807931538559683, 0.9934741149368136, 0.4408801118338077, 1.4216961445485978, 1.5812106519573639, 0.48170294141663517, 1.7839833300891745, 1.034209877413495, 1.5612349761953312]"
61,18,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22463540854941183, 20)","[1.1562392157645673, 1.4836925268391243, 1.5994268883343097, 0.9669652341244146, 1.8227086562843167, 1.691798856536713, 0.9981859065443934, 1.8891730550285593, 0.7887234899097142, 0.8521114422191765]"
61,19,"AND1(ANDN(Negative(ORN1(NOR1(x1, x2), NAND(x1, x1))), AND1(XOR1(x1, x1), ORN1(NAND(Positive(x2), ANDN(x1, x1)), x2))), XNOR(x1, x1))","(0.22472242602040898, 25)","[1.5174655743374805, 0.05542391851471451, 0.4290328298316226, 1.6630239060976042, 1.616076485878182, 1.390691111246611, 0.6471263452443279, 1.6035434689763075, 0.8880642062487476, 0.07758989648685954, 0.558019691123127, 1.2926462833268373, 1.5314647794426373]"
62,0,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, x1))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22403039694423896, 26)","[0.247703272134431, 1.6401029557310114, 1.8881328369670036, 1.8285612751429676, 0.9666099427182833, 0.5418989043831826, 0.3854015951037246, 1.2872207594833747, 1.1271851405074167, 1.833023902288115, 1.7725521115101464, 0.023867993826851563, 0.006350745637226707]"
62,1,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, XNOR(ANDN(x2, x1), AND1(x1, x2))))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22404039137100634, 32)","[1.2580939895741545, 1.2025196991034268, 0.2852369766152607, 0.8236591852733348, 1.118423834651546, 0.28366749185220363, 0.9996617457153142, 1.0941941693781698, 0.8954962876472722, 0.6684031744597385, 0.9593636825125913, 0.8079700416993182, 0.6994619772166228, 0.5805094383818651, 1.4142007328031765, 0.24540909371828867]"
62,2,"AND1(ANDN(Negative(XOR1(x2, XNOR(NAND(x2, x1), NAND(x2, x2)))), AND1(XOR1(x1, x1), ORN1(XNOR(x2, x1), x2))), XNOR(x1, x1))","(0.22409317512810548, 24)","[0.8827030298117546, 1.2158941328975732, 0.23102682101691263, 1.2806411106472964, 1.9743178284331422, 1.7613008002533757, 0.2612466014461514, 0.18986568478845212, 0.4565157285285235, 1.9439600004962423, 1.660963801977405, 0.25475289590835914]"
62,3,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(XNOR(x2, x1), x2))), XNOR(x1, x1))","(0.22410010298684174, 22)","[0.10730700500322676, 0.1422697878842789, 0.8930269279220218, 0.6931740443147534, 0.688278230752821, 1.6423971940336053, 1.614060549214248, 0.11578467113481294, 1.078262172481781, 0.4260967836387084, 1.6123386580444052]"
62,4,"AND1(ANDN(XOR1(x2, x2), Negative(XOR1(NAND(x1, x1), x2))), XNOR(x1, x1))","(0.224103797662854, 14)","[1.1467237604470653, 0.9488751206575863, 1.1465406490098424, 1.0774910566412983, 1.7107575357062335, 1.1023527176561034, 1.051289792848107]"
62,5,"AND1(ANDN(XOR1(x2, x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2241057826747508, 11)","[1.406273552022489, 0.7095288913123334, 1.3088839299523154, 1.6962142119617414, 0.23492952770941788, 0.19787918988945852]"
62,6,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), ORN1(x2, x2))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22411777573852987, 20)","[1.43753538515953, 1.295227402595991, 1.1544734630242202, 0.6690303492902777, 0.32257988822339756, 0.8955964201776194, 1.1844685886142283, 0.7223736269888588, 1.7714521008114912, 0.8286541677249785]"
62,7,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(NAND(Positive(x2), ANDN(x1, x1)), x2))), XNOR(x1, x1))","(0.22414617561098837, 25)","[1.775214991722788, 2, 1.1958365943982683, 1.7065583218937177, 0, 1.565554320942845, 0.9241634797467142, 0.056410488471948295, 0, 2, 0, 1.1309969177035513, 0.11563248162034323]"
62,8,"AND1(ANDN(Negative(NOR1(x2, x1)), Positive(ORN1(x1, x1))), XNOR(x1, x1))","(0.2241838410588386, 13)","[1.1749142548769027, 0.5915914426815834, 1.2698515106979382, 0.2597220838246892, 1.9508554763894022, 0.7635894735329378, 1.261147169523077]"
62,9,"AND1(ANDN(Positive(x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2242558243879067, 10)","[1.2099992374603776, 1.9489626331648644, 1.3171490323558264, 0.14993612644035115, 1.677637493526396, 1.8739586702014774]"
62,10,"AND1(Positive(x2), XNOR(x1, x1))","(0.22426278335427385, 6)","[0.2466535822506568, 0.5908412518287154, 0.264931689101469]"
62,11,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.2242921434174782, 21)","[1.5527746958715847, 2, 1.1026710343339672, 0.2711386344620623, 1.9350445739370574, 0.25331414238940064, 0.7472718604685619, 0.4961069714016345, 0, 2, 1.3139264585632418]"
62,12,"AND1(ANDN(Negative(NOR1(x2, x1)), Negative(Positive(x2))), XNOR(x1, x1))","(0.22430518919897524, 12)","[0.43431452988952035, 0.8583593969115202, 1.2585020253749213, 1.381939687681366, 0.7515941560350781, 1.760683885171457, 0.9964576675953969]"
62,13,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(AND1(x1, x1), x1), NOR1(x2, x1))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22432138399248522, 28)","[1.2319782148316967, 1.0272967887034679, 0.952545234394933, 0.8738739912002838, 0.10036709018167711, 1.9910875445060607, 1.7175214461442674, 0.5199050315172016, 1.47436437122462, 0.16729929689902323, 1.9554238626659122, 1.3025808600917903, 0.21773151407627478, 0.08469240547178636]"
62,14,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), ANDN(x1, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22433060669851868, 21)","[0.40921045544816015, 0.5243104193280055, 1.1010113575090104, 1.9569274614269352, 0.9572459878842481, 0.5887840054216311, 1.2197867198234735, 1.9111634892823006, 1.7266374080359892, 1.103366646234148, 0.9394019810705734]"
62,15,"AND1(ANDN(Negative(Positive(x2)), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22435842372395182, 15)","[0.9156742627837946, 1.4529734868219253, 0.6388492230762319, 1.9167451990166091, 0.46763690005394976, 0, 0.24571304721790732, 1.0312666680855922]"
62,16,"AND1(ANDN(Negative(XNOR(x1, x2)), AND1(XOR1(XNOR(x2, x1), x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22437817000346946, 18)","[0.7200029395070198, 0.6130216224000535, 1.1461497979280297, 0.2674236656215703, 0.7574099538420986, 0.10306786238534238, 0.46804515690385706, 0.40972315279543015, 0.4062401546392065]"
62,17,"AND1(ANDN(Negative(NOR1(x2, x1)), Negative(Positive(ORN1(NOR1(x1, x2), XOR1(x1, x1))))), XNOR(x1, x1))","(0.22443324895623018, 18)","[0.1223614988383186, 1.2807931538559683, 0.9934741149368136, 0.4408801118338077, 1.4216961445485978, 1.5812106519573639, 0.48170294141663517, 1.7839833300891745, 1.034209877413495, 1.5612349761953312]"
62,18,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22463540854941183, 20)","[1.1562392157645673, 1.4836925268391243, 1.5994268883343097, 0.9669652341244146, 1.8227086562843167, 1.691798856536713, 0.9981859065443934, 1.8891730550285593, 0.7887234899097142, 0.8521114422191765]"
62,19,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, x1))), ORN1(x1, NAND(XNOR(x1, x2), Positive(x2))))), XNOR(x1, x1))","(0.22467586850317584, 31)","[1.622233349053334, 1.2130631720413967, 0.531080472806834, 1.627227783810159, 0.15425343031905137, 1.389639772207751, 0.7616485088669656, 0.07806266629498648, 1.09948724370614, 1.357122969103688, 1.192057303683515, 0.62529673931372, 0.36729670788893654, 0.36323643562383334, 0.7533917775835797, 0.8454235927450953]"
63,0,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, x1))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22403039694423896, 26)","[0.247703272134431, 1.6401029557310114, 1.8881328369670036, 1.8285612751429676, 0.9666099427182833, 0.5418989043831826, 0.3854015951037246, 1.2872207594833747, 1.1271851405074167, 1.833023902288115, 1.7725521115101464, 0.023867993826851563, 0.006350745637226707]"
63,1,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, XNOR(ANDN(x2, x1), AND1(x1, x2))))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22404039137100634, 32)","[1.2580939895741545, 1.2025196991034268, 0.2852369766152607, 0.8236591852733348, 1.118423834651546, 0.28366749185220363, 0.9996617457153142, 1.0941941693781698, 0.8954962876472722, 0.6684031744597385, 0.9593636825125913, 0.8079700416993182, 0.6994619772166228, 0.5805094383818651, 1.4142007328031765, 0.24540909371828867]"
63,2,"AND1(ANDN(Negative(XOR1(x2, XNOR(NAND(x2, x1), NAND(x2, x2)))), AND1(XOR1(x1, x1), ORN1(XNOR(x2, x1), x2))), XNOR(x1, x1))","(0.22409317512810548, 24)","[0.8827030298117546, 1.2158941328975732, 0.23102682101691263, 1.2806411106472964, 1.9743178284331422, 1.7613008002533757, 0.2612466014461514, 0.18986568478845212, 0.4565157285285235, 1.9439600004962423, 1.660963801977405, 0.25475289590835914]"
63,3,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(XNOR(x2, x1), x2))), XNOR(x1, x1))","(0.22410010298684174, 22)","[0.10730700500322676, 0.1422697878842789, 0.8930269279220218, 0.6931740443147534, 0.688278230752821, 1.6423971940336053, 1.614060549214248, 0.11578467113481294, 1.078262172481781, 0.4260967836387084, 1.6123386580444052]"
63,4,"AND1(ANDN(XOR1(x2, x2), Negative(XOR1(NAND(x1, x1), x2))), XNOR(x1, x1))","(0.224103797662854, 14)","[1.1467237604470653, 0.9488751206575863, 1.1465406490098424, 1.0774910566412983, 1.7107575357062335, 1.1023527176561034, 1.051289792848107]"
63,5,"AND1(ANDN(XOR1(x2, x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2241057826747508, 11)","[1.406273552022489, 0.7095288913123334, 1.3088839299523154, 1.6962142119617414, 0.23492952770941788, 0.19787918988945852]"
63,6,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), ORN1(x2, x2))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22411777573852987, 20)","[1.43753538515953, 1.295227402595991, 1.1544734630242202, 0.6690303492902777, 0.32257988822339756, 0.8955964201776194, 1.1844685886142283, 0.7223736269888588, 1.7714521008114912, 0.8286541677249785]"
63,7,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(NAND(Positive(x2), ANDN(x1, x1)), x2))), XNOR(x1, x1))","(0.22414617561098837, 25)","[1.775214991722788, 2, 1.1958365943982683, 1.7065583218937177, 0, 1.565554320942845, 0.9241634797467142, 0.056410488471948295, 0, 2, 0, 1.1309969177035513, 0.11563248162034323]"
63,8,"AND1(ANDN(Negative(NOR1(x2, x1)), Positive(ORN1(x1, x1))), XNOR(x1, x1))","(0.2241838410588386, 13)","[1.1749142548769027, 0.5915914426815834, 1.2698515106979382, 0.2597220838246892, 1.9508554763894022, 0.7635894735329378, 1.261147169523077]"
63,9,"AND1(ANDN(Positive(x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2242558243879067, 10)","[1.2099992374603776, 1.9489626331648644, 1.3171490323558264, 0.14993612644035115, 1.677637493526396, 1.8739586702014774]"
63,10,"AND1(Positive(x2), XNOR(x1, x1))","(0.22426278335427385, 6)","[0.2466535822506568, 0.5908412518287154, 0.264931689101469]"
63,11,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.2242921434174782, 21)","[1.5527746958715847, 2, 1.1026710343339672, 0.2711386344620623, 1.9350445739370574, 0.25331414238940064, 0.7472718604685619, 0.4961069714016345, 0, 2, 1.3139264585632418]"
63,12,"AND1(ANDN(Negative(NOR1(x2, x1)), Negative(Positive(x2))), XNOR(x1, x1))","(0.22430518919897524, 12)","[0.43431452988952035, 0.8583593969115202, 1.2585020253749213, 1.381939687681366, 0.7515941560350781, 1.760683885171457, 0.9964576675953969]"
63,13,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(AND1(x1, x1), x1), NOR1(x2, x1))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22432138399248522, 28)","[1.2319782148316967, 1.0272967887034679, 0.952545234394933, 0.8738739912002838, 0.10036709018167711, 1.9910875445060607, 1.7175214461442674, 0.5199050315172016, 1.47436437122462, 0.16729929689902323, 1.9554238626659122, 1.3025808600917903, 0.21773151407627478, 0.08469240547178636]"
63,14,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), ANDN(x1, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22433060669851868, 21)","[0.40921045544816015, 0.5243104193280055, 1.1010113575090104, 1.9569274614269352, 0.9572459878842481, 0.5887840054216311, 1.2197867198234735, 1.9111634892823006, 1.7266374080359892, 1.103366646234148, 0.9394019810705734]"
63,15,"AND1(ANDN(Negative(Positive(x2)), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22435842372395182, 15)","[0.9156742627837946, 1.4529734868219253, 0.6388492230762319, 1.9167451990166091, 0.46763690005394976, 0, 0.24571304721790732, 1.0312666680855922]"
63,16,"AND1(ANDN(Negative(XNOR(x1, x2)), AND1(XOR1(XNOR(x2, x1), x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22437817000346946, 18)","[0.7200029395070198, 0.6130216224000535, 1.1461497979280297, 0.2674236656215703, 0.7574099538420986, 0.10306786238534238, 0.46804515690385706, 0.40972315279543015, 0.4062401546392065]"
63,17,"AND1(ANDN(Negative(NOR1(x2, x1)), Negative(Positive(ORN1(NOR1(x1, x2), XOR1(x1, x1))))), XNOR(x1, x1))","(0.22443324895623018, 18)","[0.1223614988383186, 1.2807931538559683, 0.9934741149368136, 0.4408801118338077, 1.4216961445485978, 1.5812106519573639, 0.48170294141663517, 1.7839833300891745, 1.034209877413495, 1.5612349761953312]"
63,18,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22463540854941183, 20)","[1.1562392157645673, 1.4836925268391243, 1.5994268883343097, 0.9669652341244146, 1.8227086562843167, 1.691798856536713, 0.9981859065443934, 1.8891730550285593, 0.7887234899097142, 0.8521114422191765]"
63,19,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, x1))), ORN1(x1, NAND(XNOR(x1, x2), Positive(x2))))), XNOR(x1, x1))","(0.22467586850317584, 31)","[1.622233349053334, 1.2130631720413967, 0.531080472806834, 1.627227783810159, 0.15425343031905137, 1.389639772207751, 0.7616485088669656, 0.07806266629498648, 1.09948724370614, 1.357122969103688, 1.192057303683515, 0.62529673931372, 0.36729670788893654, 0.36323643562383334, 0.7533917775835797, 0.8454235927450953]"
64,0,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, x1))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22403039694423896, 26)","[0.247703272134431, 1.6401029557310114, 1.8881328369670036, 1.8285612751429676, 0.9666099427182833, 0.5418989043831826, 0.3854015951037246, 1.2872207594833747, 1.1271851405074167, 1.833023902288115, 1.7725521115101464, 0.023867993826851563, 0.006350745637226707]"
64,1,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, x2))), AND1(XOR1(x1, ANDN(AND1(x2, x1), NOR1(x2, XNOR(ANDN(x2, x1), AND1(x1, x2))))), ORN1(x1, x2))), XNOR(x1, x1))","(0.22404039137100634, 32)","[1.2580939895741545, 1.2025196991034268, 0.2852369766152607, 0.8236591852733348, 1.118423834651546, 0.28366749185220363, 0.9996617457153142, 1.0941941693781698, 0.8954962876472722, 0.6684031744597385, 0.9593636825125913, 0.8079700416993182, 0.6994619772166228, 0.5805094383818651, 1.4142007328031765, 0.24540909371828867]"
64,2,"AND1(ANDN(Negative(XOR1(x2, XNOR(NAND(x2, x1), NAND(x2, x2)))), AND1(XOR1(x1, x1), ORN1(XNOR(x2, x1), x2))), XNOR(x1, x1))","(0.22409317512810548, 24)","[0.8827030298117546, 1.2158941328975732, 0.23102682101691263, 1.2806411106472964, 1.9743178284331422, 1.7613008002533757, 0.2612466014461514, 0.18986568478845212, 0.4565157285285235, 1.9439600004962423, 1.660963801977405, 0.25475289590835914]"
64,3,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(XNOR(x2, x1), x2))), XNOR(x1, x1))","(0.22410010298684174, 22)","[0.10730700500322676, 0.1422697878842789, 0.8930269279220218, 0.6931740443147534, 0.688278230752821, 1.6423971940336053, 1.614060549214248, 0.11578467113481294, 1.078262172481781, 0.4260967836387084, 1.6123386580444052]"
64,4,"AND1(ANDN(XOR1(x2, x2), Negative(XOR1(NAND(x1, x1), x2))), XNOR(x1, x1))","(0.224103797662854, 14)","[1.1467237604470653, 0.9488751206575863, 1.1465406490098424, 1.0774910566412983, 1.7107575357062335, 1.1023527176561034, 1.051289792848107]"
64,5,"AND1(ANDN(XOR1(x2, x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2241057826747508, 11)","[1.406273552022489, 0.7095288913123334, 1.3088839299523154, 1.6962142119617414, 0.23492952770941788, 0.19787918988945852]"
64,6,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), ORN1(x2, x2))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.22411777573852987, 20)","[1.43753538515953, 1.295227402595991, 1.1544734630242202, 0.6690303492902777, 0.32257988822339756, 0.8955964201776194, 1.1844685886142283, 0.7223736269888588, 1.7714521008114912, 0.8286541677249785]"
64,7,"AND1(ANDN(Negative(AND1(ORN1(x1, x1), XOR1(x1, x2))), AND1(XOR1(x1, x1), ORN1(NAND(Positive(x2), ANDN(x1, x1)), x2))), XNOR(x1, x1))","(0.22414617561098837, 25)","[1.775214991722788, 2, 1.1958365943982683, 1.7065583218937177, 0, 1.565554320942845, 0.9241634797467142, 0.056410488471948295, 0, 2, 0, 1.1309969177035513, 0.11563248162034323]"
64,8,"AND1(ANDN(Negative(NOR1(x2, x1)), Positive(ORN1(x1, x1))), XNOR(x1, x1))","(0.2241838410588386, 13)","[1.1749142548769027, 0.5915914426815834, 1.2698515106979382, 0.2597220838246892, 1.9508554763894022, 0.7635894735329378, 1.261147169523077]"
64,9,"AND1(ANDN(Positive(x2), Negative(Positive(x2))), XNOR(x1, x1))","(0.2242558243879067, 10)","[1.2099992374603776, 1.9489626331648644, 1.3171490323558264, 0.14993612644035115, 1.677637493526396, 1.8739586702014774]"
64,10,"AND1(Positive(x2), XNOR(x1, x1))","(0.22426278335427385, 6)","[0.2466535822506568, 0.5908412518287154, 0.264931689101469]"
64,11,"AND1(ANDN(Negative(XOR1(AND1(x2, x2), AND1(x2, Positive(x2)))), AND1(XOR1(x1, x1), ORN1(x1, x2))), XNOR(x1, x1))","(0.2242921434174782, 21)","[1.5527746958715847, 2, 1.1026710343339672, 0.2711386344620623, 1.9350445739370574, 0.25331414238940064, 0.7472718604685619, 0.4961069714016345, 0, 2, 1.3139264585632418]"
